latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight,incendio,fecha,temperatura,humedad,pr_atm,temp_min,temp_max
-1.626,-54.071999999999996,334.4,1.2,1.1,10/19/2018,1350,T,85,6.0NRT,295.0,31.6,D,1,2018-10-19,306.663,53,1005.19,306.663,306.663
-1.712,-53.633,322.0,1.2,1.1,10/19/2018,1350,T,45,6.0NRT,297.7,11.3,D,0,2018-10-19,305.813,60,1015.17,305.813,305.813
-3.38,-42.427,320.7,3.6,1.8,10/19/2018,1350,T,70,6.0NRT,299.7,54.6,D,1,2018-10-19,306.163,59,1015.17,306.163,306.163
-2.5660000000000003,-48.111000000000004,325.1,1.3,1.1,10/19/2018,1350,T,52,6.0NRT,299.5,19.3,D,0,2018-10-19,307.688,51,1012.73,307.688,307.688
-2.5639999999999996,-48.117,323.7,1.3,1.1,10/19/2018,1350,T,61,6.0NRT,300.6,18.9,D,0,2018-10-19,307.688,51,1012.73,307.688,307.688
-3.388,-42.43600000000001,318.3,3.6,1.8,10/19/2018,1350,T,64,6.0NRT,299.3,40.0,D,0,2018-10-19,306.163,59,1015.17,306.163,306.163
-2.685,-47.559,324.9,1.4,1.2,10/19/2018,1350,T,78,6.0NRT,297.0,27.3,D,1,2018-10-19,304.413,61,1010.46,304.413,304.413
-2.687,-47.54600000000001,316.6,1.4,1.2,10/19/2018,1350,T,66,6.0NRT,296.7,14.0,D,1,2018-10-19,304.413,61,1010.46,304.413,304.413
-2.885,-47.941,315.8,1.3,1.1,10/19/2018,1350,T,59,6.0NRT,298.4,12.0,D,0,2018-10-19,307.838,49,1010.13,307.838,307.838
-3.072,-47.349,326.1,1.5,1.2,10/19/2018,1350,T,76,6.0NRT,300.5,18.4,D,1,2018-10-19,307.238,60,1007.95,307.238,307.238
-3.8960000000000004,-41.648,324.4,4.3,1.9,10/19/2018,1350,T,74,6.0NRT,301.9,72.8,D,1,2018-10-19,304.563,61,985.82,304.563,304.563
-2.885,-50.431000000000004,317.9,1.0,1.0,10/19/2018,1350,T,28,6.0NRT,298.2,8.7,D,0,2018-10-19,307.238,54,1015.33,307.238,307.238
-3.032,-50.373999999999995,328.9,1.0,1.0,10/19/2018,1350,T,80,6.0NRT,299.9,20.7,D,1,2018-10-19,307.238,54,1015.33,307.238,307.238
-3.572,-46.975,319.0,1.6,1.2,10/19/2018,1350,T,27,6.0NRT,299.4,14.8,D,0,2018-10-19,305.088,61,997.98,305.088,305.088
-3.7960000000000003,-47.336000000000006,319.1,1.5,1.2,10/19/2018,1350,T,42,6.0NRT,298.6,16.6,D,0,2018-10-19,306.838,58,996.52,306.838,306.838
-3.8819999999999997,-47.208999999999996,313.9,1.6,1.2,10/19/2018,1350,T,42,6.0NRT,295.4,12.7,D,0,2018-10-19,306.838,58,996.52,306.838,306.838
-4.487,-43.945,313.7,2.9,1.6,10/19/2018,1350,T,21,6.0NRT,295.0,18.4,D,0,2018-10-19,303.388,95,1009.49,303.388,303.388
-4.703,-43.141999999999996,322.2,3.3,1.7,10/19/2018,1350,T,38,6.0NRT,301.9,63.3,D,0,2018-10-19,309.15,37,1008.0,309.15,309.15
-4.136,-47.428999999999995,318.3,1.5,1.2,10/19/2018,1350,T,56,6.0NRT,292.1,16.9,D,0,2018-10-19,307.388,53,1002.92,307.388,307.388
-4.14,-47.422,313.8,1.5,1.2,10/19/2018,1350,T,41,6.0NRT,291.0,10.3,D,0,2018-10-19,307.388,53,1002.92,307.388,307.388
-3.112,-54.732,318.3,1.3,1.1,10/19/2018,1350,T,67,6.0NRT,296.5,11.3,D,1,2018-10-19,306.388,58,1011.59,306.388,306.388
-4.7669999999999995,-43.896,320.0,2.9,1.6,10/19/2018,1350,T,44,6.0NRT,299.8,42.7,D,0,2018-10-19,303.938,74,1008.59,303.938,303.938
-4.622,-45.707,329.5,2.1,1.4,10/19/2018,1350,T,81,6.0NRT,294.7,61.2,D,1,2018-10-19,301.738,89,1004.14,301.738,301.738
-3.484,-53.961999999999996,325.8,1.2,1.1,10/19/2018,1350,T,69,6.0NRT,292.0,19.1,D,1,2018-10-19,305.238,66,1009.24,305.238,305.238
-4.913,-44.161,320.2,2.8,1.6,10/19/2018,1350,T,69,6.0NRT,295.0,41.5,D,1,2018-10-19,301.588,100,1007.7,301.588,301.588
-5.01,-43.78,316.9,3.0,1.6,10/19/2018,1350,T,30,6.0NRT,297.7,35.0,D,0,2018-10-19,303.938,74,1008.59,303.938,303.938
-5.01,-43.787,317.5,3.0,1.6,10/19/2018,1350,T,36,6.0NRT,298.0,37.5,D,0,2018-10-19,303.938,74,1008.59,303.938,303.938
-3.0410000000000004,-57.461000000000006,313.4,2.1,1.4,10/19/2018,1350,T,60,6.0NRT,288.3,16.6,D,0,2018-10-19,305.563,63,1015.65,305.563,305.563
-5.0569999999999995,-43.656000000000006,323.7,3.1,1.7,10/19/2018,1350,T,74,6.0NRT,301.9,66.0,D,1,2018-10-19,303.938,74,1008.59,303.938,303.938
-5.01,-44.428000000000004,315.2,2.7,1.6,10/19/2018,1350,T,57,6.0NRT,294.9,20.0,D,0,2018-10-19,301.588,100,1007.7,301.588,301.588
-5.001,-44.433,315.3,2.7,1.6,10/19/2018,1350,T,58,6.0NRT,294.8,21.3,D,0,2018-10-19,301.588,100,1007.7,301.588,301.588
-4.023,-52.088,319.1,1.0,1.0,10/19/2018,1350,T,58,6.0NRT,294.2,9.2,D,0,2018-10-19,304.988,65,1007.95,304.988,304.988
-4.032,-52.089,326.0,1.0,1.0,10/19/2018,1350,T,67,6.0NRT,297.6,16.1,D,1,2018-10-19,304.988,65,1007.95,304.988,304.988
-4.041,-52.091,325.5,1.0,1.0,10/19/2018,1350,T,79,6.0NRT,295.1,15.2,D,1,2018-10-19,304.988,65,1007.95,304.988,304.988
-5.4510000000000005,-44.115,317.9,2.9,1.6,10/19/2018,1350,T,66,6.0NRT,292.7,32.3,D,1,2018-10-19,306.438,52,1000.89,306.438,306.438
-5.494,-44.256,316.9,2.8,1.6,10/19/2018,1350,T,64,6.0NRT,292.3,29.1,D,0,2018-10-19,306.438,52,1000.89,306.438,306.438
-5.546,-45.034,311.4,2.4,1.5,10/19/2018,1350,T,21,6.0NRT,290.1,18.2,D,0,2018-10-19,308.338,48,1005.27,308.338,308.338
-6.3229999999999995,-43.708999999999996,319.3,3.2,1.7,10/19/2018,1350,T,66,6.0NRT,292.3,66.9,D,1,2018-10-19,300.338,82,991.25,300.338,300.338
-6.449,-43.79,312.7,3.2,1.7,10/19/2018,1350,T,39,6.0NRT,290.5,38.0,D,0,2018-10-19,300.338,82,991.25,300.338,300.338
-6.447,-43.79600000000001,313.7,3.2,1.7,10/19/2018,1350,T,0,6.0NRT,291.3,42.5,D,0,2018-10-19,300.338,82,991.25,300.338,300.338
-5.904,-51.323,327.6,1.0,1.0,10/19/2018,1355,T,81,6.0NRT,294.7,19.7,D,1,2018-10-19,301.638,79,984.28,301.638,301.638
-7.675,-45.20399999999999,317.8,2.5,1.5,10/19/2018,1355,T,0,6.0NRT,291.9,32.5,D,0,2018-10-19,295.788,98,980.71,295.788,295.788
