latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight,incendio,fecha,temperatura,humedad,pr_atm,temp_min,temp_max
-3.8739999999999997,-80.015,312.4,2.8,1.6,10/19/2018,1825,A,63,6.0NRT,293.5,23.6,D,0,2018-10-19,298.15,69,1008.0,298.15,298.15
-0.872,-76.877,312.3,1.5,1.2,10/19/2018,1825,A,48,6.0NRT,294.4,11.8,D,0,2018-10-19,305.15,55,1006.0,305.15,305.15
-0.09,-76.617,317.0,1.4,1.2,10/19/2018,1825,A,73,6.0NRT,295.1,13.2,D,1,2018-10-19,305.15,55,1006.0,305.15,305.15
0.107,-76.65100000000001,310.6,1.4,1.2,10/19/2018,1825,A,45,6.0NRT,294.8,6.8,D,0,2018-10-19,302.21,74,979.09,302.21,302.21
0.38799999999999996,-76.612,315.3,1.3,1.1,10/19/2018,1825,A,68,6.0NRT,295.6,11.2,D,1,2018-10-19,300.285,75,943.35,300.285,300.285
0.507,-76.217,313.3,1.3,1.1,10/19/2018,1825,A,63,6.0NRT,296.9,7.3,D,0,2018-10-19,302.16,75,973.34,302.16,302.16
0.46,-76.55,315.2,1.3,1.1,10/19/2018,1825,A,68,6.0NRT,296.9,10.2,D,1,2018-10-19,300.285,75,943.35,300.285,300.285
0.47100000000000003,-76.753,315.6,1.4,1.2,10/19/2018,1825,A,69,6.0NRT,294.2,11.8,D,1,2018-10-19,300.285,75,943.35,300.285,300.285
0.505,-76.66,312.9,1.3,1.1,10/19/2018,1825,A,53,6.0NRT,291.9,9.2,D,0,2018-10-19,300.285,75,943.35,300.285,300.285
0.607,-76.09100000000001,309.8,1.2,1.1,10/19/2018,1825,A,51,6.0NRT,291.5,6.4,D,0,2018-10-19,302.16,75,973.34,302.16,302.16
0.5920000000000001,-76.69,316.2,1.3,1.1,10/19/2018,1825,A,70,6.0NRT,295.6,13.2,D,1,2018-10-19,300.285,75,943.35,300.285,300.285
0.591,-76.702,315.1,1.3,1.2,10/19/2018,1825,A,68,6.0NRT,295.8,12.0,D,1,2018-10-19,300.285,75,943.35,300.285,300.285
0.585,-76.738,312.7,1.4,1.2,10/19/2018,1825,A,51,6.0NRT,295.3,8.3,D,0,2018-10-19,300.285,75,943.35,300.285,300.285
0.596,-76.73899999999999,313.1,1.4,1.2,10/19/2018,1825,A,56,6.0NRT,293.1,9.5,D,0,2018-10-19,300.285,75,943.35,300.285,300.285
0.644,-76.679,313.5,1.3,1.1,10/19/2018,1825,A,58,6.0NRT,295.4,8.3,D,0,2018-10-19,300.285,75,943.35,300.285,300.285
0.643,-76.691,313.2,1.3,1.1,10/19/2018,1825,A,50,6.0NRT,294.2,8.7,D,0,2018-10-19,300.285,75,943.35,300.285,300.285
0.763,-76.434,310.5,1.3,1.1,10/19/2018,1825,A,41,6.0NRT,293.1,6.6,D,0,2018-10-19,302.16,75,973.34,302.16,302.16
0.877,-76.204,314.1,1.2,1.1,10/19/2018,1825,A,52,6.0NRT,294.9,10.0,D,0,2018-10-19,302.16,75,973.34,302.16,302.16
1.015,-76.036,316.9,1.2,1.1,10/19/2018,1825,A,69,6.0NRT,297.2,11.7,D,1,2018-10-19,299.21,78,934.27,299.21,299.21
0.953,-79.006,310.0,2.0,1.4,10/19/2018,1825,A,19,6.0NRT,289.7,14.4,D,0,2018-10-19,300.36,95,1018.97,300.36,300.36
1.82,-73.85600000000001,317.5,1.0,1.0,10/19/2018,1825,A,40,6.0NRT,300.5,8.2,D,0,2018-10-19,297.31,99,986.63,297.31,297.31
1.07,-79.17399999999999,317.2,2.0,1.4,10/19/2018,1825,A,65,6.0NRT,295.2,19.2,D,0,2018-10-19,300.36,95,1018.97,300.36,300.36
1.901,-74.184,319.8,1.0,1.0,10/19/2018,1825,A,72,6.0NRT,299.5,9.7,D,1,2018-10-19,299.935,81,981.61,299.935,299.935
2.2230000000000003,-72.387,316.1,1.0,1.0,10/19/2018,1825,A,64,6.0NRT,296.4,8.1,D,0,2018-10-19,300.435,77,982.26,300.435,300.435
1.9080000000000001,-75.161,318.8,1.1,1.0,10/19/2018,1825,A,71,6.0NRT,300.4,11.1,D,1,2018-10-19,300.26,78,965.88,300.26,300.26
2.154,-73.83800000000001,314.4,1.0,1.0,10/19/2018,1825,A,61,6.0NRT,297.3,4.9,D,0,2018-10-19,297.585,93,963.13,297.585,297.585
2.65,-72.168,334.1,1.1,1.0,10/19/2018,1825,A,65,6.0NRT,295.1,29.1,D,0,2018-10-19,299.685,84,984.77,299.685,299.685
3.1289999999999996,-71.895,329.1,1.1,1.0,10/19/2018,1825,A,81,6.0NRT,296.2,21.4,D,1,2018-10-19,299.835,92,986.15,299.835,299.835
